形态,stock_code,date_start,date_end,score,c1,c2,c3,股票名称,地区,行业,市场类型,上市状态,上市日期,是否沪深港通标的,企业性质,同花顺链接
品字形,300792.SZ,2025-12-16,2025-12-18,-0.6253672391329677,27.63,27.99,27.68,壹网壹创,浙江,互联网,创业板,L,2019-09-27 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300792/
品字形,002569.SZ,2026-01-29,2026-02-02,-0.6262243796954785,14.2,14.53,14.15,*ST步森,浙江,服饰,主板,L,2011-04-12 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/002569/
品字形,300681.SZ,2026-03-05,2026-03-09,-0.6262621224975653,23.22,23.59,23.21,英搏尔,广东,汽车配件,创业板,L,2017-07-25 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300681/
品字形,601011.SH,2026-01-22,2026-01-26,-0.6269496388143909,3.45,3.49,3.44,宝泰隆,黑龙江,焦炭加工,主板,L,2011-03-09 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/601011/
品字形,000793.SZ,2026-03-05,2026-03-09,-0.627303898097037,2.85,2.88,2.84,ST华闻,海南,出版业,主板,L,1997-07-29 00:00:00,N,中央企业,https://stockpage.10jqka.com.cn/000793/
品字形,300943.SZ,2026-03-05,2026-03-09,-0.6274700330680354,34.89,35.98,34.63,春晖智控,浙江,机械基件,创业板,L,2021-02-10 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/300943/
品字形,600326.SH,2026-03-05,2026-03-09,-0.6279073439947155,10.68,10.89,10.74,西藏天路,西藏,水泥,主板,L,2001-01-16 00:00:00,H,地方国有企业,https://stockpage.10jqka.com.cn/600326/
品字形,600006.SH,2026-01-12,2026-01-14,-0.6283537467049178,7.38,7.45,7.37,东风股份,湖北,汽车整车,主板,L,1999-07-27 00:00:00,H,中央企业,https://stockpage.10jqka.com.cn/600006/
品字形,605060.SH,2026-02-25,2026-02-27,-0.6289496185770558,68.28,73.0,69.58,联德股份,浙江,机械基件,主板,L,2021-03-01 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/605060/
品字形,605305.SH,2026-03-05,2026-03-09,-0.629572853034819,37.6,38.05,37.6,中际联合,北京,工程机械,主板,L,2021-05-06 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/605305/
品字形,300295.SZ,2026-01-19,2026-01-21,-0.6299993594818231,13.24,13.39,13.23,三六五网,江苏,互联网,创业板,L,2012-03-15 00:00:00,N,其他,https://stockpage.10jqka.com.cn/300295/
品字形,920418.BJ,2025-12-12,2025-12-16,-0.6301481365139515,30.2,30.53,30.21,苏轴股份,江苏,汽车配件,北交所,L,2020-07-27 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/920418/
品字形,301365.SZ,2026-02-09,2026-02-11,-0.6304666704371,24.98,25.7,24.96,矩阵股份,深圳,建筑工程,创业板,L,2022-11-22 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301365/
品字形,002192.SZ,2026-02-11,2026-02-13,-0.6324501346228589,52.78,53.38,52.56,融捷股份,广东,小金属,主板,L,2007-12-05 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002192/
品字形,001206.SZ,2026-01-19,2026-01-21,-0.6343010255578172,28.27,28.66,28.39,依依股份,天津,造纸,主板,L,2021-05-18 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/001206/
品字形,600839.SH,2026-01-14,2026-01-16,-0.6346481085435024,10.19,10.7,10.2,四川长虹,四川,家用电器,主板,L,1994-03-11 00:00:00,H,地方国有企业,https://stockpage.10jqka.com.cn/600839/
品字形,000893.SZ,2026-03-06,2026-03-10,-0.6350658144944882,64.01,66.0,64.19,亚钾国际,广东,农药化肥,主板,L,1998-12-24 00:00:00,S,其他,https://stockpage.10jqka.com.cn/000893/
品字形,600550.SH,2026-02-25,2026-02-27,-0.6357894494360089,17.4,17.77,17.48,保变电气,河北,电气设备,主板,L,2001-02-28 00:00:00,H,中央企业,https://stockpage.10jqka.com.cn/600550/
品字形,688275.SH,2025-12-23,2025-12-25,-0.6358906039771435,75.75,77.35,76.24,万润新能,湖北,电气设备,科创板,L,2022-09-29 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688275/
品字形,002865.SZ,2026-03-05,2026-03-09,-0.6364355270277746,87.02,92.0,87.42,钧达股份,海南,电气设备,主板,L,2017-04-25 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002865/
品字形,920564.BJ,2026-02-26,2026-03-02,-0.637212622479079,28.96,29.38,28.96,天润科技,陕西,软件服务,北交所,L,2022-06-17 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/920564/
品字形,001359.SZ,2026-03-05,2026-03-09,-0.6375728415169346,77.16,77.99,77.06,平安电工,湖北,矿物制品,主板,L,2024-03-28 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/001359/
品字形,300875.SZ,2026-03-03,2026-03-05,-0.6403933278764894,54.06,55.79,53.74,捷强装备,天津,专用机械,创业板,L,2020-08-24 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/300875/
品字形,002129.SZ,2026-02-04,2026-02-06,-0.6441489925168338,10.57,10.74,10.62,TCL中环,天津,电气设备,主板,L,2007-04-20 00:00:00,S,其他,https://stockpage.10jqka.com.cn/002129/
品字形,300085.SZ,2026-02-04,2026-02-06,-0.6454614223087158,39.09,39.93,39.17,银之杰,深圳,软件服务,创业板,L,2010-05-26 00:00:00,S,其他,https://stockpage.10jqka.com.cn/300085/
品字形,002548.SZ,2026-03-05,2026-03-09,-0.6467761102880889,6.67,6.75,6.65,金新农,深圳,饲料,主板,L,2011-02-18 00:00:00,N,其他,https://stockpage.10jqka.com.cn/002548/
品字形,603757.SH,2026-02-25,2026-02-27,-0.6473820760526405,44.73,46.42,45.3,大元泵业,浙江,机械基件,主板,L,2017-07-11 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603757/
品字形,600289.SH,2026-02-26,2026-03-02,-0.6474318205098706,6.98,7.25,7.06,ST信通,黑龙江,软件服务,主板,L,2000-07-20 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/600289/
品字形,002917.SZ,2026-01-19,2026-01-21,-0.6474474461096217,14.5,14.74,14.58,金奥博,深圳,化工原料,主板,L,2017-12-08 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/002917/
品字形,600916.SH,2026-01-20,2026-01-22,-0.6474490596658665,8.33,8.49,8.38,中国黄金,北京,服饰,主板,L,2021-02-05 00:00:00,H,中央企业,https://stockpage.10jqka.com.cn/600916/
品字形,600531.SH,2025-12-26,2025-12-30,-0.648753086482188,11.8,12.24,11.93,豫光金铅,河南,铅锌,主板,L,2002-07-30 00:00:00,H,地方国有企业,https://stockpage.10jqka.com.cn/600531/
品字形,002592.SZ,2026-01-30,2026-02-03,-0.649071224087549,10.51,10.98,10.67,ST八菱,广西,汽车配件,主板,L,2011-11-11 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/002592/
品字形,603993.SH,2026-01-06,2026-01-08,-0.6500624587801989,21.68,21.97,21.68,洛阳钼业,河南,小金属,主板,L,2012-10-09 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603993/
品字形,002565.SZ,2026-02-03,2026-02-05,-0.6504822980777226,16.93,17.87,17.14,顺灏股份,上海,造纸,主板,L,2011-03-18 00:00:00,S,外资,https://stockpage.10jqka.com.cn/002565/
品字形,688603.SH,2026-02-26,2026-03-02,-0.6505600733420872,85.21,87.5,85.68,天承科技,上海,化工原料,科创板,L,2023-07-10 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688603/
品字形,600079.SH,2026-01-29,2026-02-02,-0.6526370684899713,18.18,18.38,18.19,ST人福,湖北,化学制药,主板,L,1997-06-06 00:00:00,N,中央企业,https://stockpage.10jqka.com.cn/600079/
品字形,301314.SZ,2026-02-04,2026-02-06,-0.6546805085454327,48.44,50.21,48.3,科瑞思,广东,元器件,创业板,L,2023-03-28 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301314/
品字形,003009.SZ,2025-12-25,2025-12-29,-0.6567117757051112,68.57,70.83,69.12,中天火箭,陕西,航空,主板,L,2020-09-25 00:00:00,S,中央企业,https://stockpage.10jqka.com.cn/003009/
品字形,003016.SZ,2026-03-05,2026-03-09,-0.6571381026100075,8.37,8.52,8.41,欣贺股份,福建,服饰,主板,L,2020-10-26 00:00:00,N,外资,https://stockpage.10jqka.com.cn/003016/
品字形,600593.SH,2026-01-19,2026-01-21,-0.6575355073989373,48.53,50.15,49.04,大连圣亚,辽宁,旅游景点,主板,L,2002-07-11 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/600593/
品字形,603269.SH,2026-02-03,2026-02-05,-0.6576597792240607,12.41,12.7,12.49,海鸥股份,江苏,机械基件,主板,L,2017-05-17 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603269/
品字形,002365.SZ,2026-01-19,2026-01-21,-0.6588629023844295,15.61,15.87,15.68,永安药业,湖北,化学制药,主板,L,2010-03-05 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002365/
品字形,300053.SZ,2025-12-26,2025-12-30,-0.6593743319779886,18.21,18.6,18.33,航宇微,广东,半导体,创业板,L,2010-02-11 00:00:00,S,地方国有企业,https://stockpage.10jqka.com.cn/300053/
品字形,601212.SH,2025-12-26,2025-12-30,-0.6596554802951157,5.87,6.24,5.95,白银有色,甘肃,铜,主板,L,2017-02-15 00:00:00,H,其他,https://stockpage.10jqka.com.cn/601212/
品字形,688718.SH,2026-02-26,2026-03-02,-0.660503425765377,15.43,15.86,15.58,唯赛勃,上海,塑料,科创板,L,2021-07-28 00:00:00,N,自然人,https://stockpage.10jqka.com.cn/688718/
品字形,002237.SZ,2025-12-26,2025-12-30,-0.660665949436355,13.37,13.54,13.36,恒邦股份,山东,黄金,主板,L,2008-05-20 00:00:00,S,地方国有企业,https://stockpage.10jqka.com.cn/002237/
品字形,300051.SZ,2026-01-19,2026-01-21,-0.6609475564167255,8.54,8.75,8.58,琏升科技,江苏,综合类,创业板,L,2010-02-11 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/300051/
品字形,920394.BJ,2025-12-24,2025-12-26,-0.661933275024361,38.4,39.8,38.78,民士达,山东,造纸,北交所,L,2023-04-25 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/920394/
品字形,688334.SH,2026-02-25,2026-02-27,-0.6628328844004123,24.85,25.43,25.02,西高院,陕西,电气设备,科创板,L,2023-06-19 00:00:00,H,企业,https://stockpage.10jqka.com.cn/688334/
品字形,301387.SZ,2026-02-26,2026-03-02,-0.6633887689520211,60.94,61.82,61.25,光大同创,深圳,元器件,创业板,L,2023-04-18 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301387/
品字形,603138.SH,2026-02-26,2026-03-02,-0.6634432655692948,22.26,22.8,22.3,海量数据,北京,软件服务,主板,L,2017-03-06 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603138/
品字形,600979.SH,2026-02-26,2026-03-02,-0.6641379545515397,5.03,5.13,5.06,广安爱众,四川,水力发电,主板,L,2004-09-06 00:00:00,H,地方国有企业,https://stockpage.10jqka.com.cn/600979/
品字形,603163.SH,2026-02-26,2026-03-02,-0.6646921184365205,143.07,145.74,141.6,圣晖集成,江苏,建筑工程,主板,L,2022-10-13 00:00:00,N,其他,https://stockpage.10jqka.com.cn/603163/
品字形,300015.SZ,2026-02-04,2026-02-06,-0.6651837547799403,11.23,11.51,11.07,爱尔眼科,湖南,医疗保健,创业板,L,2009-10-30 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300015/
品字形,920527.BJ,2026-01-12,2026-01-14,-0.6654173568925202,19.2,19.46,19.21,夜光明,浙江,化工原料,北交所,L,2022-10-27 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/920527/
品字形,300215.SZ,2026-02-02,2026-02-04,-0.6655592815986268,9.68,9.82,9.62,电科院,江苏,电气设备,创业板,L,2011-05-11 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/300215/
品字形,603607.SH,2026-02-12,2026-02-24,-0.665731166240232,24.83,25.54,24.44,京华激光,浙江,造纸,主板,L,2017-10-25 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603607/
品字形,300552.SZ,2025-12-16,2025-12-18,-0.6677499168223701,28.06,29.26,28.5,万集科技,北京,IT设备,创业板,L,2016-10-21 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300552/
品字形,688315.SH,2026-03-05,2026-03-09,-0.6678938850068534,14.19,14.42,14.27,诺禾致源,北京,医疗保健,科创板,L,2021-04-13 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688315/
品字形,300051.SZ,2026-01-23,2026-01-27,-0.6686495229599588,10.8,11.23,10.96,琏升科技,江苏,综合类,创业板,L,2010-02-11 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/300051/
品字形,600207.SH,2026-02-26,2026-03-02,-0.6689213222125293,5.49,5.65,5.53,安彩高科,河南,电气设备,主板,L,1999-07-14 00:00:00,H,地方国有企业,https://stockpage.10jqka.com.cn/600207/
品字形,603283.SH,2026-01-06,2026-01-08,-0.6694197241024552,45.62,47.3,45.21,赛腾股份,江苏,专用机械,主板,L,2017-12-25 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603283/
品字形,920198.BJ,2026-01-07,2026-01-09,-0.6707471244355713,11.02,11.22,10.92,微创光电,湖北,IT设备,北交所,L,2020-07-27 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/920198/
品字形,688432.SH,2026-02-25,2026-02-27,-0.6715455491819218,17.76,17.95,17.66,有研硅,北京,半导体,科创板,L,2022-11-10 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688432/
品字形,605258.SH,2026-03-05,2026-03-09,-0.6717079407556508,34.5,35.0,34.68,协和电子,江苏,元器件,主板,L,2020-12-03 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/605258/
品字形,601086.SH,2026-03-05,2026-03-09,-0.6728174562821256,9.08,9.19,9.12,国芳集团,甘肃,百货,主板,L,2017-09-29 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/601086/
品字形,002352.SZ,2026-03-05,2026-03-09,-0.6732893291958391,36.72,37.25,36.91,顺丰控股,深圳,仓储物流,主板,L,2010-02-05 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002352/
品字形,000902.SZ,2026-01-08,2026-01-12,-0.6734017770284156,15.82,15.96,15.8,新洋丰,湖北,农药化肥,主板,L,1999-04-08 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/000902/
品字形,688247.SH,2026-02-06,2026-02-10,-0.6735524901975871,10.41,10.55,10.45,宣泰医药,上海,化学制药,科创板,L,2022-08-25 00:00:00,H,企业,https://stockpage.10jqka.com.cn/688247/
品字形,603059.SH,2026-02-04,2026-02-06,-0.6748584009039205,40.79,42.48,41.3,倍加洁,江苏,日用化工,主板,L,2018-03-02 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603059/
品字形,300801.SZ,2026-01-20,2026-01-22,-0.6748980280496323,34.84,35.82,35.22,泰和科技,山东,化工原料,创业板,L,2019-11-28 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300801/
品字形,300866.SZ,2026-02-04,2026-02-06,-0.6752852051524737,101.78,104.26,102.72,安克创新,湖南,元器件,创业板,L,2020-08-24 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300866/
品字形,688048.SH,2026-01-15,2026-01-19,-0.6754881204647433,128.52,130.22,128.0,长光华芯,江苏,半导体,科创板,L,2022-04-01 00:00:00,H,其他,https://stockpage.10jqka.com.cn/688048/
品字形,300346.SZ,2025-12-15,2025-12-17,-0.6767749145106071,47.05,47.71,47.22,南大光电,江苏,半导体,创业板,L,2012-08-07 00:00:00,S,其他,https://stockpage.10jqka.com.cn/300346/
品字形,605222.SH,2026-02-26,2026-03-02,-0.6781470573124277,21.75,21.98,21.8,起帆电缆,上海,电气设备,主板,L,2020-07-31 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/605222/
品字形,688239.SH,2026-03-05,2026-03-09,-0.6782336328788239,73.1,75.22,73.49,航宇科技,贵州,航空,科创板,L,2021-07-05 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688239/
品字形,600105.SH,2026-01-28,2026-01-30,-0.6788023746967113,26.3,26.87,26.43,永鼎股份,江苏,通信设备,主板,L,1997-09-29 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/600105/
品字形,002575.SZ,2026-01-28,2026-01-30,-0.679046414736501,7.11,7.4,7.2,群兴玩具,广东,文教休闲,主板,L,2011-04-22 00:00:00,S,其他,https://stockpage.10jqka.com.cn/002575/
品字形,603601.SH,2026-02-25,2026-02-27,-0.6806131769974721,13.02,13.23,13.1,再升科技,重庆,玻璃,主板,L,2015-01-22 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603601/
品字形,688213.SH,2026-02-26,2026-03-02,-0.6816153590157533,96.36,97.41,96.58,思特威-W,上海,半导体,科创板,L,2022-05-20 00:00:00,H,自然人,https://stockpage.10jqka.com.cn/688213/
品字形,000610.SZ,2026-01-14,2026-01-16,-0.682336605305894,13.11,13.33,13.17,西安旅游,陕西,旅游服务,主板,L,1996-09-26 00:00:00,N,地方国有企业,https://stockpage.10jqka.com.cn/000610/
品字形,300793.SZ,2026-03-05,2026-03-09,-0.6824095003808524,15.98,16.1,15.91,佳禾智能,广东,IT设备,创业板,L,2019-10-18 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300793/
品字形,300729.SZ,2026-03-05,2026-03-09,-0.6824893932179259,13.43,13.69,13.5,乐歌股份,浙江,家居用品,创业板,L,2017-12-01 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/300729/
品字形,603599.SH,2026-03-06,2026-03-10,-0.6828829884072998,14.74,14.9,14.8,广信股份,安徽,农药化肥,主板,L,2015-05-13 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603599/
品字形,603938.SH,2026-02-25,2026-02-27,-0.6834394291129926,26.88,28.37,27.41,三孚股份,河北,化工原料,主板,L,2017-06-28 00:00:00,H,民营企业,https://stockpage.10jqka.com.cn/603938/
品字形,600470.SH,2026-01-23,2026-01-27,-0.6843302556600662,6.72,6.79,6.68,六国化工,安徽,农药化肥,主板,L,2004-03-05 00:00:00,N,其他,https://stockpage.10jqka.com.cn/600470/
品字形,002199.SZ,2025-12-29,2025-12-31,-0.6844643463501561,8.56,8.7,8.49,*ST东晶,浙江,元器件,主板,L,2007-12-21 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/002199/
品字形,000426.SZ,2026-01-20,2026-01-22,-0.6851471254064413,51.75,54.2,52.66,兴业银锡,内蒙,铅锌,主板,L,1996-08-28 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/000426/
品字形,300531.SZ,2026-03-05,2026-03-09,-0.6855504940604022,16.2,16.48,16.3,优博讯,深圳,IT设备,创业板,L,2016-08-09 00:00:00,S,外资,https://stockpage.10jqka.com.cn/300531/
品字形,600875.SH,2026-03-05,2026-03-09,-0.6866051029158647,42.21,44.22,43.0,东方电气,四川,电气设备,主板,L,1995-10-10 00:00:00,H,中央企业,https://stockpage.10jqka.com.cn/600875/
品字形,603607.SH,2025-12-29,2025-12-31,-0.6882458392299515,27.14,27.59,27.3,京华激光,浙江,造纸,主板,L,2017-10-25 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/603607/
品字形,301018.SZ,2026-03-05,2026-03-09,-0.689199840087175,102.73,106.66,101.01,申菱环境,广东,专用机械,创业板,L,2021-07-07 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/301018/
品字形,301595.SZ,2026-03-05,2026-03-09,-0.690759044255579,62.47,65.23,63.53,太力科技,广东,橡胶,创业板,L,2025-05-19 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/301595/
品字形,300512.SZ,2026-03-05,2026-03-09,-0.6911746437005166,10.31,10.43,10.35,中亚股份,浙江,专用机械,创业板,L,2016-05-26 00:00:00,N,民营企业,https://stockpage.10jqka.com.cn/300512/
品字形,601898.SH,2026-02-04,2026-02-06,-0.6911993342007223,14.08,14.32,14.18,中煤能源,北京,煤炭开采,主板,L,2008-02-01 00:00:00,H,中央企业,https://stockpage.10jqka.com.cn/601898/
品字形,002518.SZ,2026-02-06,2026-02-10,-0.6914439265123195,51.8,53.15,52.09,科士达,深圳,电气设备,主板,L,2010-12-07 00:00:00,S,民营企业,https://stockpage.10jqka.com.cn/002518/
